15253139	0
06128570	1
00015388	2
00471613	3
15253139	4
00933420	5
08199025	6
06182144	7
00488225	8
08441203	9
06149484	10
00243918	11
00428270	12
00815801	13
06037666	14
00923444	15
06118563	16
00469651	17
06000644	18
06043075	19
13308999	20
06084469	21
01326291	22
00911048	23
00470966	24
06066555	25
01098968	26
00759694	27
06453849	28
00612160	29
06431740	30
00479887	31
00298497	32
06232880	33
01090446	34
02691156	35
07020895	36
00910203	37
00482298	38
06951067	39
00766234	40
06277280	41
06090869	42
06047430	43
06172789	44
06234825	45
00299217	46
06184270	47
00314469	48
12090318	49
12842765	50
11778534	51
12787565	52
11766609	53
12039743	54
08172103	55
11900058	56
01639369	57
01986367	58
01772782	59
01676313	60
08177030	61
12283981	62
08340153	63
12423565	64
02171254	65
02022135	66
02083863	67
11959489	68
13024763	69
01845627	70
11784323	71
01931277	72
12100538	73
01650509	74
02145084	75
12251577	76
02007721	77
01412085	78
01471070	79
07193596	80
01768969	81
10341660	82
02651424	83
04692908	84
00848169	85
10483138	86
03631445	87
04216634	88
07306252	89
04085873	90
04337740	91
01781478	92
09617161	93
02282082	94
06329313	95
10065066	96
13425637	97
00729108	98
00845909	99
07439284	100
03619396	101
00226566	102
01024190	103
10640620	104
00680485	105
10688356	106
09754051	107
01456463	108
13477023	109
14323683	110
02349212	111
00242003	112
02497824	113
04060647	114
15101586	115
10512562	116
00244625	117
03003928	118
03955296	119
01684899	120
10056103	121
07414922	122
00634472	123
02062212	124
04792357	125
00939277	126
01182654	127
01049266	128
00455348	129
00628491	130
02444662	131
01769902	132
00803394	133
04063373	134
00094460	135
05768806	136
00594146	137
02026785	138
01041762	139
10777299	140
10118382	141
01158064	142
00946499	143
03045074	144
07121361	145
01912893	146
14023491	147
00622384	148
02679899	149
00562882	150
00400883	151
03110322	152
00449692	153
01778212	154
00284669	155
03285912	156
01589363	157
06600684	158
01610463	159
00996102	160
10421470	161
02677097	162
10129825	163
00263231	164
00024814	165
02317970	166
00340192	167
00200397	168
09773962	169
02480923	170
09887034	171
00040928	172
00588221	173
09257949	174
00260648	175
07186148	176
00933821	177
00803325	178
00708017	179
05036394	180
00889490	181
05701363	182
09908508	183
01229976	184
00072808	185
13962360	186
02561995	187
14828683	188
00944548	189
00156390	190
02377938	191
02644622	192
00689950	193
00812274	194
00151689	195
10680153	196
02482425	197
06780309	198
00583990	199
00925110	200
01362736	201
01765392	202
00753472	203
02048891	204
14010927	205
00800421	206
01914947	207
03432129	208
14043882	209
04953954	210
00203866	211
04476116	212
07341038	213
00948071	214
00408852	215
07027180	216
02153387	217
01888784	218
00794367	219
00611055	220
07136940	221
01085474	222
00982293	223
07433145	224
08101937	225
00928077	226
10183556	227
06783598	228
00072261	229
00548326	230
00839292	231
01152670	232
01674216	233
05658226	234
04153751	235
02446660	236
01045419	237
02051694	238
00904046	239
02723016	240
08929922	241
08766988	242
08860123	243
08890097	244
08900535	245
08957381	246
08859173	247
08975902	248
09031653	249
08806897	250
08820121	251
09112282	252
09044862	253
09023321	254
08723006	255
09078231	256
08897065	257
08871007	258
08981244	259
09002814	260
08849753	261
09140148	262
08831004	263
08921850	264
08798771	265
09022265	266
02393086	267
01809655	268
00779374	269
00065184	270
00400101	271
01835276	272
00392093	273
00535452	274
02166346	275
01017738	276
01834304	277
01895630	278
01251128	279
00536655	280
00166146	281
00536304	282
01548193	283
01160031	284
00418110	285
02100236	286
00260881	287
01455754	288
07554856	289
00057306	290
13219258	291
10499355	292
02103406	293
07190941	294
10668450	295
01837746	296
08135342	297
12219065	298
00257269	299
02261757	300
03522863	301
12418065	302
09809749	303
11647131	304
12526178	305
01634424	306
00692329	307
00561714	308
02519183	309
12108742	310
07762244	311
09959387	312
12191587	313
13820655	314
13624873	315
09795124	316
06162979	317
04560113	318
07933799	319
12545232	320
01146039	321
06158185	322
12850718	323
00268112	324
00762043	325
00294452	326
11455695	327
11623304	328
10506417	329
02199712	330
02349730	331
11835806	332
12793886	333
11790390	334
12163649	335
02529772	336
01356888	337
02071506	338
01361261	339
11965627	340
12778219	341
10150556	342
02618372	343
11733904	344
11663813	345
01802159	346
11875691	347
09944763	348
12886600	349
12284821	350
12695144	351
02581803	352
08356074	353
02019762	354
01967094	355
01467504	356
01881857	357
02606590	358
01579410	359
12972818	360
01915414	361
12704844	362
02214203	363
12965463	364
12113657	365
02131418	366
02028175	367
02539752	368
02604157	369
12082764	370
02064000	371
11923397	372
02445276	373
11950028	374
01827658	375
02586543	376
01770553	377
11816336	378
13183489	379
01610426	380
02457756	381
12966581	382
02489288	383
02120692	384
02172387	385
02562085	386
02180233	387
12404729	388
12510774	389
06837146	390
12859873	391
02587761	392
02524202	393
11951052	394
01893825	395
01728572	396
12576029	397
02073041	398
11861021	399
02261419	400
02292272	401
01981137	402
12033139	403
02131653	404
01950195	405
13027049	406
12825061	407
11830714	408
12530818	409
02052936	410
01918152	411
12007766	412
02658381	413
01581166	414
